[2025-07-31T17:47:37.998Z] ERROR: ERROR: POST /api/admin/login | User: Guest | AccountType: N/A | Message: handleErrorResponse is not a function
[2025-09-01T01:04:01.770Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4f100d82c57ef4278ede8 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:04:01.807Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4f101d82c57ef4278edec | AccountType: user | Message: No bookmarks found
[2025-09-01T01:04:02.543Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4f101fc058cbf5379ac2d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:04:02.599Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4f101fc058cbf5379ac30 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:04:02.624Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4f101fc058cbf5379ac32 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:50:38.257Z] ERROR: GET /api/bookmark/ | Status: 500 | User: 688917f26e0bc65bae76dd4b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:51:23.532Z] ERROR: POST /api/bookmark/ | Status: 500 | User: 688917f26e0bc65bae76dd4b | AccountType: user | Message: Invalid profile ID
[2025-09-01T01:53:40.302Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a9841720bc89c9498 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.310Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a70792ac6e98e8540 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.365Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a7f3ae8687c253d4a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.363Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a46ffd362b8167a23 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.386Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a9841720bc89c949a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.383Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a70792ac6e98e8542 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.417Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa93d47721967667a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.464Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa0b541b95103aad1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.506Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a728438cdc7369d99 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.594Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3ad071118891a2634c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.608Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa0b541b95103aacb | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.621Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a9841720bc89c9495 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.627Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a728438cdc7369d95 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.628Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a7f3ae8687c253d48 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.641Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa93d477219676678 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.662Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a46ffd362b8167a21 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.666Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3ad071118891a2634e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.671Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a728438cdc7369d93 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.679Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa93d47721967667e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:40.679Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa0b541b95103aacd | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:41.941Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4170792ac6e98e8554 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:41.956Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee429841720bc89c94b3 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.019Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4146ffd362b8167a39 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.035Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41728438cdc7369db1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.044Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee429841720bc89c94b5 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.062Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4170792ac6e98e8558 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.102Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee417f3ae8687c253d60 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.118Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee42a0b541b95103aaef | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.122Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a93d47721967669d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.217Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41d071118891a26364 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.466Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41728438cdc7369db7 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.469Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41d071118891a26360 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.516Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee429841720bc89c94b7 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.524Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee417f3ae8687c253d5c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.534Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee42a0b541b95103aaed | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.547Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a93d47721967669a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.550Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a93d477219676695 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.558Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4146ffd362b8167a35 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.566Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a0b541b95103aae9 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:42.589Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41728438cdc7369db5 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:43.660Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee479841720bc89c94d1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:43.662Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4770792ac6e98e856b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:43.663Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee479841720bc89c94d5 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:43.672Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4770792ac6e98e8568 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:43.709Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a93d4772196766b4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:43.717Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4646ffd362b8167a4d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:43.722Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a0b541b95103ab07 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:43.735Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee48728438cdc7369dd3 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:43.752Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee467f3ae8687c253d70 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.147Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee48728438cdc7369dd6 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.149Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee46d071118891a26374 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.203Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee46d071118891a26377 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.222Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a93d4772196766ba | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.230Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee467f3ae8687c253d73 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.246Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a0b541b95103ab0b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.246Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee479841720bc89c94d7 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.279Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a93d4772196766b8 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.290Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a0b541b95103ab0d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.305Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4646ffd362b8167a47 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:44.316Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47728438cdc7369dcf | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.227Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c70792ac6e98e857c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.240Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c9841720bc89c94f2 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.244Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca93d4772196766d4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.250Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c9841720bc89c94f4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.255Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c70792ac6e98e8580 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.265Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca0b541b95103ab2a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.279Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b46ffd362b8167a5d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.283Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b7f3ae8687c253d86 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.492Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c728438cdc7369def | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.687Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c9841720bc89c94ef | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.718Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca0b541b95103ab28 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.781Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4bd071118891a2638a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.789Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c728438cdc7369df1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.830Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4bd071118891a26388 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.937Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca93d4772196766d6 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.949Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b7f3ae8687c253d84 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.991Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca0b541b95103ab25 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:45.994Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca93d4772196766d2 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.018Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c728438cdc7369ded | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.042Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b46ffd362b8167a5f | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.768Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5170792ac6e98e8593 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.774Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee519841720bc89c950d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.782Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a93d4772196766f4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.789Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a0b541b95103ab46 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.830Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5170792ac6e98e8590 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.837Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee519841720bc89c9511 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.845Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee507f3ae8687c253d98 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:46.851Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5046ffd362b8167a71 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.192Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51728438cdc7369e0b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.416Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee519841720bc89c9513 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.493Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee50d071118891a2639c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.495Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51728438cdc7369e11 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.620Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee50d071118891a2639f | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.625Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a0b541b95103ab43 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.639Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a93d4772196766f0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.651Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a0b541b95103ab4a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.651Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a93d4772196766f6 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.656Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee507f3ae8687c253d9b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.669Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51728438cdc7369e0f | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:47.682Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5046ffd362b8167a73 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:48.264Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee579841720bc89c952b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:48.268Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5770792ac6e98e85a6 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:48.274Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a0b541b95103ab61 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:48.277Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee567f3ae8687c253dac | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:48.285Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5770792ac6e98e85a4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:48.309Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a93d477219676714 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:48.334Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee579841720bc89c952e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:48.349Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5646ffd362b8167a89 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.222Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57728438cdc7369e29 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.253Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee56d071118891a263b4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.256Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57728438cdc7369e2f | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.392Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee58a0b541b95103ab65 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.405Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee579841720bc89c9532 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.405Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee55d071118891a263ae | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.439Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee58a0b541b95103ab67 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.445Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a93d477219676712 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.443Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57728438cdc7369e2d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.461Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5646ffd362b8167a85 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.466Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a93d47721967670e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.468Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee567f3ae8687c253db0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.608Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef615af935885bc355fa | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.738Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e1f38026346b86df3 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.746Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61283bbcb2c1e8ace2 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.755Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e7eb288fd4c4cccd3 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.756Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e7eb288fd4c4cccd0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.774Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61987d335fa72c74f7 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.799Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e0775cdb8ce6861b1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:49.804Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef60283bbcb2c1e8acdd | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.013Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef615af935885bc355ff | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.021Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef611f38026346b86e0d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.042Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef635af935885bc35621 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.140Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e0775cdb8ce6861b4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.153Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef615af935885bc355fd | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.180Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61727367050ea8247b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.248Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61727367050ea82479 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.280Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef60727367050ea8246e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.282Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64283bbcb2c1e8ad09 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.293Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61987d335fa72c74f9 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.308Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef617eb288fd4c4cccec | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.324Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e3f446027cd960487 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.326Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64987d335fa72c751e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.324Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef617eb288fd4c4cccea | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.343Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61283bbcb2c1e8ace0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.343Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61987d335fa72c74f4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.354Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef610775cdb8ce6861cb | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.395Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e3f446027cd96048a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.398Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e1f38026346b86df0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:51.403Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64283bbcb2c1e8ad07 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:52.907Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef631f38026346b86e26 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:52.952Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef665af935885bc35648 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:52.978Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef637eb288fd4c4ccd07 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:52.990Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef67283bbcb2c1e8ad30 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:52.992Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef630775cdb8ce6861e5 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:52.995Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef637eb288fd4c4ccd04 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.013Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef67987d335fa72c7545 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.022Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef66283bbcb2c1e8ad2e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.112Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef610775cdb8ce6861ce | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.129Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef645af935885bc35626 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.138Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64727367050ea8249e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.188Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef645af935885bc35624 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.206Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64987d335fa72c7520 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.214Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef63283bbcb2c1e8ad04 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.299Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef613f446027cd9604a1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.303Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef63727367050ea82497 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.360Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef613f446027cd9604a4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.373Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef601f38026346b86e0a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.398Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64727367050ea8249c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:53.402Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef63987d335fa72c751b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:54.509Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef630775cdb8ce6861e8 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:53:54.563Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef695af935885bc3566f | AccountType: user | Message: No bookmarks found
